,tweet,subtask_a
10661,come on ,NOT
10662,of course spooky dude is connected to kavanaugh hit job  ,NOT
10663, it’s still here at  if someone did this to her or her family she’d be enraged she is what has let loose,NOT
10664, they owe the christian conservatives and the koch bros this nomination this specific nomination for a reason,NOT
10665, innocent people don’t resign we know liberals love sexual predators that is why you are ok with keith ellison assulting several women with police reports to support it,OFF
10666, i think the reality is that he is ‘truth phobic ‘,NOT
10667, and the unexplained  murders associated with her mother are pro christian,NOT
10668, i see boobs lol ,OFF
10669, in poker i would definitely move all in on this woodward bluff when did bob become a shill hope the ci pays well bobby,NOT
10670, yea he is lol sorry you have to go through this,NOT
10671, there’s this specific person whose tweets r bugging me since morning  solo fan i guess usko har cheez se problem hai aur use shayad aisa lagta hai jaise heshe is the nly sensible one ,NOT
10672, also have a share without their support would never have got through all for the price of plastic bags ,NOT
10673, he is a knucklehead he is not making good decisions,OFF
10674, kindergarten for adults,NOT
10675, truthfeed news 'dems scramble and suddenly hit the brakes on kavanaugh’s accuser' ,NOT
10676, have been playing defense way too long enough ,NOT
10677, gonna suck with all that gun control,OFF
10678, sir i know the difference pretending to be someone else is lying who you are the age where you from etc etc etc but thats not the point the point is a lot of people are doing both and they been doing it since forever to kill their victims and it sucks,OFF
10679, laughs at conservatives on the view for suddenly being outraged by his support of democrats  come on guys  clearly they weren't that good of fans if they didn't know who he was ,NOT
10680, no one gives a shit and no one will miss her sorry will ,OFF
10681, i never said that i merely refuted the statement that they don’t have a tight end virgil green is a solid tight end when he is surrounded by the talent that the chargers have,NOT
10682, source legit only no faux or its minions and just in case antifa  anarchists they are not left last ,NOT
10683, my kitty you know that i love you and you are always in my minds,NOT
10684, it's not from antifa it was a troll created by pol,NOT
10685, here she is,NOT
10686, illegal assembly look it up,NOT
10687, this folly is used to fireup the extreme progressive base soros' amp didn't work ,NOT
10688, divine she is,NOT
10689, it is false she is lying check her source,NOT
10690, we need you to do the next superhero game  ,NOT
10691, funny thing about these meme maps south carolina and cook county illinoise have very similar demographics and populations cook county has more than twice as many murders as my home state with all that gun control start comparing apples to apples,NOT
10692, as fat as he is president trump will be the last president moore ever see's,NOT
10693, he is still a baby,NOT
10694, i linked to an article showing you why you're wrong you're telling libertarians and conservatives aka the right what they supposedly believe i'm not bigoted it's just a pattern i've noticed that never seems to be wrong,NOT
10695, bono loves and embraces fugitive roman polanski that's the kind of guy he and his mates are,NOT
10696, like london with land banked luxury apartments but little or no social housing built,NOT
10697, i think collins has maybe seen the light given the threats against her from liberals lately,NOT
10698, you are more than your productivity,NOT
10699, he’s more qualified than all of you obama folks put together,OFF
10700, actually it’s only libs that actually follow up on their threats  cops murdered so far by libs s of cops shot by libs dozens of republican congressman attempted murder by libs antifa assaulting on behalf of libs ,NOT
10701, culture prominent conservatives rush to the defense of brett kavanaugh in wake of sexual assault allegation ,NOT
10702, video was worth it,NOT
10703, sorry but bloodsuckers are bad almost as bad as elves like you are dating an undead monster who cant be controlled and even if they can be controlled you'll die before her and make her have mental issues,OFF
10704, a thought i had watching this “does she know where she is or what’s going on”,NOT
10705, principled conservatives know canadian liberal media  hate news is only to help justin trudeau it’s obvious you’re one who’s being manipulated and that hurts canada read my  pinned tweet thread for explanation i see you ignore trumps support israel,OFF
10706, wake up black americans bb ,OFF
10707, let's see how many planes are turned around or crazy airport shut downs happen over next few days maybe a drinking game ,NOT
10708, be safe you fucker,OFF
10709, paid protesters ,OFF
10710, she is,NOT
10711, you are the deep state,NOT
10712, see even liberals are in agreement,NOT
10713,did you want or need a job ,NOT
10714, the bus and the kitty are not very nice individuals,NOT
10715, he is the lord,NOT
10716,   she is responding to her children zero we have no time you must find a way to stop elpizo x mmz,NOT
10717, who is fawning and who are you to decide who is and who isn't reasonable it is fully possible to be reasonable and still be wrong i'm guessing you have never watched daves show and are going by what you have heard from people you are fawning over,OFF
10718, he is not,NOT
10719, we do that’s why donald trump is in office all the democrats and a good portion of republicans are the shadow government you are complicit in this you are a globalist  international communist,OFF
10720, its clear you wouldn't listen anyways since you are more interested in arguing over the non existent racism of that tweet rather than calling out the ignorant white girl on display,OFF
10721, excommunicate the guy that’ll teach ‘em,OFF
10722, oh cool alana found the one person dumber than she is and retweeted him nice move,OFF
10723, agreed  they are the majority and there letting the dictate how they want to proceed,NOT
10724, amen he is with me,NOT
10725, you are so loved,NOT
10726, and  what,NOT
10727, all liberals should cross the floor and leave trudeau all alone to implode guy is leading our country into financial disaster,NOT
10728, he will change after mid term elections and ,NOT
10729, another war “hero” speaks out,OFF
10730, soldier  more like antifa scum bag,NOT
10731, you are making the outward trappings of respect and patriotism more important than the patriotism that exists when you volunteer to serve your nation,NOT
10732,  do a few more lines moore,NOT
10733, your comparing apples and oranges like liberals often do we in texas are very strategic and methodical in our voting we understand what works for texas doesn’t in voting nationally but who we elect in texas affects the nation,NOT
10734, it doesn’t go far enough jr you are going to jailtreason,OFF
10735, this hurts to look at,NOT
10736, omg it's like the ows crowd in their later years they still can't thinkspeak for themselves they're only allowed to parrot,NOT
10737, we could help if you are london based ,NOT
10738, are you talking about me i’m more green than maga sorry if my twitter grammar isn’t up to par for you my eyes are bad maybe you’ll critique my latest article too please i don’t have wellpaid editors so i’m sure i do slip ,OFF
10739, sometimes you get what ya ask for,NOT
10740, no school shootings in new zealand ever suggest you do some research around countries that have unarmed police forces their children and citizens are kept safe by strong gun control laws that are strictly enforced,NOT
10741, keep up the great work i’m sure there are many more obama deep state employees working in the fed gov against trump and conservatives and the constitution for that matter ,NOT
10742, hell no,NOT
10743, heavenly father i ask for a hedge of protection for those in the path of this horrendous storm may god bless the usa the potus and the patriots of this great nation may god's wrath fall upon all tyrants human traffickers and those who betray our great nation wwgwga,NOT
10744, i think we have to confer with messiah i think only she is powerful enough to turn this tide she did empower him to win the last two majors,NOT
10745, and you still defend,NOT
10746, isn’t the coalition for gun control headed up by the lady who was turned down for a job because she was a bully,OFF
10747, i can see a case for it based on the evidence of how appalling badly the conservatives have gone about brexit and now that we have a clear idea of what leaving means,NOT
10748, another tweet to prove even further that he is a pure narcissistic sociopath america deserves better amp we need to demand better,NOT
10749,actually nvm dc animated films are the shit,OFF
10750, eric smolder ex atty genl epitome of the labamba govt sheister,NOT
10751, hurray all hard core liberals in the light liberal party,NOT
10752, no equip an in air accuracy mod and you are all set  let’s the clips fly ,NOT
10753, damages she is,NOT
10754, i have a strong feeling a high  of them will vote blue gun control is their main focus,NOT
10755, as you are looking out for me i see your logo i am hoping you will get off the robotampare u sensitive to what has happened to me in the middle of the night my car taken while sleeping in it a tow truck removed it to empoundment i know not where late payment what not true ,NOT
10756, holy shit this is sick ,OFF
10757, did france’s gun control hurt its resistance to the nazis ,NOT
10758, clown who cares about you or the nfl ,OFF
10759, of course he is the corrupt democrate party is at stake ,OFF
10760, awesome news,NOT
10761, do really even care what comes out the his foolish and annoying mouth go home david and let the adults ,OFF
10762, ahhh lurch go back to wind surfing,NOT
10763, yeah liberals are all look at me i'm a victim just because a man held me down covered my mouth and tried to rip my clothes off to rape me boo hoo and his friend turned up the music too loud to cover up my screams and it hurt my widdle ears get over it already amiright,OFF
10764, did she make some sort of sexual or foul joke liberals really like making her do that,OFF
10765, folks not a protest against our great president this was pure and simple a way to bring on more gun control weapon on campus  gun free zone carried a concealed weapon illegally this guy just trying to cause more gun control otherwise he'd of shot himself in the head,OFF
10766, not strict enough so in your world of stricter gun control shall the military go door to door siezing firearms from thos not willing to give them up,NOT
10767, just the type of skilled migrant that the liberals want to come to our wonderful country,NOT
10768, i’ve been complaining about this shit all tournament long they think people in usa care more about roger federer favorite food than they do watching americans play it’s such a turnoff that i turn the channel,OFF
10769, so where are all the british builders then,NOT
10770, you are too funny,NOT
10771, since he was only six year old he wanted to be the only one  world champion and now he is forever at the last seven or eight laps he was crying like  we were all crying like a girl and he was crying in his radio in his car  and  although limited to a review of,NOT
10772, attention of bigger accounts is everything on here the smaller you are the more you vanish in nowheresland ‍ sometimes they even believe to be something better because of the numbers on their followercount,NOT
10773, establishment may panicking trying to get us to abandon brexit liberals mps now police say they couldn't keep us safe if we leave eu they say we'll be bankrupt house prices fall food prices rise ,NOT
10774, he is a sociopath they are incapable of feeling empathy period,OFF
10775, he is ulet me know if you have any more info on other clubs i'm definitely interested thanks alot,NOT
10776, no we don’t there has been videos of trump supporters blocking kkk and sending them away we don’t accept racism he said “there are fine people on both sides” that includes antifa but go ahead and pick and choose your information,OFF
10777, doesn’t compute,NOT
10778, are you wanting gun control for leo’s,NOT
10779, he isnt aware of anything he is just that handsome,NOT
10780, buck and spiderman ,NOT
10781, she can’t remember when it happened she can’t remember where it happened she can’t remember how she got there she is a liar and a feminazi who will go to any lengths to smear this man she is a liar,OFF
10782, what freedom do you have that people who live with gun control don’t have,NOT
10783, be carrful he is smol,NOT
10784, look who's talking ,NOT
10785, really good news for us conservatives in texas gives repubs supermajority in senate,NOT
10786, great question what say you working within our government and paid for by taxpayers ,NOT
10787, this gave me fucking heart palpitations i'm shaking as i type this,OFF
10788, i remember you my sister told me what you did to her you are lucky she didn't call the police,NOT
10789, lol good,NOT
10790,rubio wants doj investigation into kerry’s iran meddling  via ,NOT
10791, yessir fam,NOT
10792, let me correct this jeno is my soul and you are my mate skshsksk,NOT
10793, steroid girl in steroid rage,OFF
10794, just need to hang in strong together such actions will hand tories a life line on a plate  without are going to be ripped apart come the next general election,NOT
10795, she is the size of a stadium,OFF
10796,st cheeto dust cheats to get his position then he throws paper towels to american citizens who have just been devestated by a hurrican next he sends no help to the victims of this latest hurricane claims is a great guy now he is unclassifying docs he shouldn,NOT
10797, and sarah's story egad the producer who's asked if he could fall for a nymphet and responds absolutely,NOT
10798, serena was outplayed amp acted like a spoiled brat she is not above the rules,OFF
10799, she ran are holding an assault rifle and calling for gun control my may be moving left but not that far,NOT
10800, just know that she is in a better place,NOT
10801, haha 'affordable' homes new flats cost minimum k in south glasgow how is that affordable when our pay rises are stagnant,NOT
10802, mancan't believe we've lost these  as of recently  most iconic actors of the s ,NOT
10803, she has no record on gun control no thanks,NOT
10804, or bite it off transition complete,NOT
10805, sending commiserations to you for those cardinal losses with this brioche cinnamon roll picture ,OFF
10806, if your party ever wants to be taken seriously they need to call off amp defund violent liberals antifa with their kkk hoods beating up strangers they know nothing about either you care about human life amp all these causes or you have people beat up you can't have it both ways,NOT
10807, bull shit stop putting words in people’s mouths,OFF
10808, reasons gun control in the united states is a lost cause  ,NOT
10809, what about antifa no one would have died if antifa hadn’t showed up without a permit,NOT
10810, and she is in the process of removing the ,NOT
10811, why do all crazy liberals have crazy eyes lol ,OFF
10812, i still want him to fuck my pussy with a rake ,OFF
10813, documentation am i the only  who gains  followers then loses followers daily stop of ,NOT
10814, denial stage almost at admission,NOT
10815, its okay but you are the emo too i'm not look to your icon and username just look,NOT
10816, until its your ass in the hot seat ,OFF
10817, texas race is no race believe it liberals,NOT
10818, yeah but he painted a cat once so he is good,NOT
10819, who the fuck are you,OFF
10820, anyone is a target for the leftist liberals goal decent godfearing conservatives will pass on gov service result the country is harmed congrats to liberals  your antifa antiamerica blossoms,OFF
10821, i would love more information about joining the dukin donuts division of antifa,NOT
10822, i have adopted a pet from you about  yrs ago she is still with me and her daughter is still with my friends her name was nina but i changed it to onna a truly amazing little girl guite the grandmother attitude i love her so much i believe she saved me  ,NOT
10823, saw u on hannity last night want u to know i love your dad and know everything he has sacrificed for us he is to me the greatest president in my lifetime and in modern history i so wish i could tell him i would probably ugly cry though he is a godsend to this country,NOT
10824, but sis paul mccartney loves venezuela's dictator iran's leader syrian president putin and other leaders who rule with terror he only has bad things to say about our beloved president donald j trump go figure ,OFF
10825, any texan that would grant automatic citizenship to illegal immigrants should never be elected,OFF
10826, actually spends atleast   times a yr on shoes libnuts just put the same pair in the dishwasher every  months,NOT
10827,a new bill aims to send masked antifa activists to jail for  years   years,NOT
10828, everything in order other than the claim that the conservatives are the party of business,NOT
10829, many thinking conservatives know brexit will be a disaster amp will not quietly follow you over a cliff you have not secured a deal amp it is looking unlikely without major concessions no deal not an option may might have to go for referendum or gen election so don't talk to soon,NOT
10830,ltbecause you are my gt because you are my  so i'll cherish every moment with you you are my past present and my future still trying my utmost to collect his postcard  link  ,NOT
10831, you are flawed by looking at a large problem through a narrow lens,OFF
10832, her loss had nothing to do with race or with her being a woman she is probably the greatest woman tennis player of all time she has also always been a temperamental pampered multimillionaire and a sore loser serena you have a great life please stop bullying people,NOT
10833, it's a trap conservatives know as soon as they go public they're on the termination list,OFF
10834, she is gorgeous,NOT
10835, she is a activist a women’s me too movement whackadoodle,NOT
10836, she is just spewing sht bernie's robot what a lie they will say amp do anything and what she is going to do for district  not a dan thing socialism don't work that way they suck all up,OFF
10837, are okay with their home addresses being passed out to any antifa who attend a few dsa meets,NOT
10838, army of god you have no concept of who god is you are army of hate,NOT
10839, so much to unpack in this thread bonesbeausid looks so goodfire whoever took the photos you deserve betteryou are beautiful,NOT
10840, fuck i didn’t realize it until i got on and finally played it again,NOT
10841, i don't ever want to hear conservatives wax poetic about how amazing the founders were when they were willing to throw the constitution under the bus to own the libs conservatives don't have positions they don't have rules they make them and break them just to win,NOT
10842, this is the kind of thing that liberals want a totalitarian society where tweets are grounds for examinations,NOT
10843, rest in pussy,OFF
10844, accept i don’t hate men i don’t hate conservatives i hate stupid and i hate hypocrites and the fact that you think being a conservative matters at all in this matter means to me that you are not so much into law and order as you think you are,OFF
10845, morrow said he is shooting for the white sox series so he should be the closer hopefully,NOT
10846, keep safe glad he is going our daughter is at school in high point nc school is closed thursday and friday,NOT
10847, fuck the nfl,OFF
10848, behold all the conservatives who deliberately ignore the fact that the ok gesture used to be benign but now is coopted by racists to signal they're down with white supremacy much like swastikas were benign in asian countries amp still are but were coopted amp ruined by nazis,OFF
10849, he is a moron,OFF
10850, my daughter is working toward being a teacher tell your hubby to support gun control so she gets that chance and isn’t shot at school,NOT
10851,  is like railroad tracks  laid across the country,NOT
10852, guys ugly and unhinged,OFF
10853, antifa came out of the old german communist party  just history that's why they wear masks ,NOT
10854, you’re welcome yo and i were holding up a casual tournament watching you good shit,NOT
10855, bitch i’m in the hood serving junkies in a maybach  ,OFF
10856, she hardly tweets unless its to give a shoutout to getup or antifa it seems,NOT
10857, lock him up he is insane,OFF
10858, picked up some fire og today it's really good but it's ugly as fuck i almost passed on it but he smoked a j with me and it's fuckin fire wish we could share a bowl my brother ,OFF
10859, hillary was sure she would be president too,NOT
10860, she is saving her career,NOT
10861, is the best weapon the liberals have because there is no due process  its all disgusting  and woman are the ones using it as the weapon  shameful and typical liberalism  use emotions for their own benefit  poster child for using woman,OFF
10862, bono sucks,OFF
10863, ya niggas,NOT
10864, did you go to the south side where thousands have died strictest gun control policies in the country and they don’t work,OFF
10865, she is awesome thanks,NOT
10866, wow delusional antifa here determining that someone has or has not been involved in many protests already judging and deciding for others typical facist hiding behind the term antifa much like jim jones scary,NOT
10867, followed all ,NOT
10868, billy preston said all too well”something from nothing leaves nothing”,NOT
10869, hope they continue to crash ,OFF
10870, and yet congress took away all gun control laws when they took away article  sec  us constitution from the people thank you congress,NOT
10871, that's the point you waffle faced nob goblin,NOT
10872, is anything but an independent thinker she is a loyal party aparachnik through and through,NOT
10873, i hope you are at the park they are playing rush,NOT
10874, happy birthday to hyunjea i love you you are very beautiful  ,NOT
10875, conservatives are notoriously gullible i use wanted to make sure you knew,NOT
10876, democrats will say he shouldn't be confirmed because of it republicans will say she is politically motivated and has no evidence to prove her claim and a week from now we'll be right back where we were,NOT
10877, an antifa apologist journo is now looking for a job that's all you need to know,NOT
10878, i appreciate the self promotion  great advertising and i love what does for the and helps to the has a great group of people ,NOT
10879, she is being realistic tho ,NOT
10880, what the fuck,OFF
10881, i wouldn't be so confident in her exclusion if i were you if she isn't in oh well but if she is you may have a lot of told ya so's by different people,NOT
10882, another great train picked up some new patriots thank you for including me,NOT
10883, abortion on demand  that’s what she wants,NOT
10884, and the united states is th in murder rate thanks for proving that gun control is useless except for authoritarians,NOT
10885, omg what a disaster that would be she is the most incompetent person,OFF
10886,happiest birthday to the greatest constitution on god's green earth  ,NOT
10887, same i just want to win so i can finally have a good pc and shit post in full body in vrc,OFF
10888, i love that feeling that u get from going from blues to purples the discovery of new sexy loot,OFF
10889, i didn't recognize him without his antifa mask,NOT
10890, oh look are out to be play ,NOT
10891, you are not a failure and an inspiration to other people,NOT
10892, insanityjust like the commies ,NOT
10893, why isn't the basic issue of survival of the fittest vs take care of everyone the main point isn't this the core of all others  gun control wealth and income inequality health care entitlements epa glbl wrm most agree here ,NOT
10894, fuck those terrorists in the ass,OFF
10895, this is the most ridiculous tweet i’ve read today comparing the traitors that are the to the liberals is like saying the democrats and republicans are two of the same grasping on straws pathetic,OFF
10896, true they raided a antifa bomb factory in germany,NOT
10897,  i bet,NOT
10898, if the really want to conserve everything that is great about the then they really need to bury this nonsense amp do everything possible to make us energy efficient amp fossil fuel free please do the right thing ,NOT
10899, orourke is just one more ignorant gun control freakdon’t know what they are talking about,OFF
10900, hi i am tim kaine and this is my criminal antifa son ,NOT
10901, copycat,NOT
10902, fuck yeah,OFF
10903, i always found liberals and progressives to be the spartan ones all the socialists i knew wanted to live as well as they could afford,OFF
10904, then why the fuck did they elect him,OFF
10905, you said that if my speech offends someone then i should be finedjailed i asked if you should be fined if you wanting gun control offended me,OFF
10906, this is bullshit some crappy pop star in philly instead of the fresh prince amp dj jazzy jeff all of america needs to take a knee over this,OFF
10907, gawd you are missing the point so hard yes she could have point is she is expected too the responsibility lies solely on the woman in our culture the man is not berated for his actions the woman is listen to you silly girl you are part of that culture,OFF
10908, you are a bloody demon you don’t need to summons one,OFF
10909, this is why i am voting for senator bill nelson and all other democrats in florida to make our state healthy and clean gun control laws changed climate change under control for florida please vote,NOT
10910, i agree with you catherine gun control laws is the main solution of this problem ,NOT
10911, outside of antifa all could be supported no one wants to tear down the military,NOT
10912, crazy things liberals blame trump for | trumptrain ,NOT
10913,i wonder if any of the maga people that try to follow me are hoping to maybe get better knowledge or maybe they want to change and then i go and block them maybe that’s why they never change ‍,NOT
10914, a resounding no ,OFF
10915, following all patriots please follow back thank you ,NOT
10916, by the way the united states is a republic,NOT
10917, what is happening layne you are losing your temper is it because you feel you are trailing behind now,NOT
10918, he is the poorly educated,NOT
10919, i do not know who these pos nazi liberals are amp don't care to know everyone of the hollywood elite can amp prob will go to he,OFF
10920,  vic had  games with multi sacks against ot are  in playoffs that same yr no impact he is a  sack guy you look at his frame compared to  and  he should be mix between the  as a former ot he does not bend the corner enough after intial punch and he quits,NOT
10921, so sister fuckername one single thing obama said that was inappropriate,OFF
10922, can anyone say “washed up actor trying to stay relevant”,NOT
10923, is he does he know this you sure he's not out golfing or maybe tweeting like a lunatic i bet he is planning his next rally he was never president you are just to brainwashed to realize that,OFF
10924,us places  alleged russian spies and military officials on sanctions blacklist  ,NOT
10925, and yet he is allowed to congress is supposed to be a check on this clown if we get control of congress you folks have to write some laws to prevent this happening again,OFF
10926, she is maaaad annoying,OFF
10927,people are sick of books from crooks ,NOT
10928, niggas wellin if they wanna live in a world with endless world wars and death and chaos my hero is literally anime xmen,OFF
10929, hes comin for ur woolly bitches,OFF
10930, just like a plantation white liberals have black people under their thumb and any black person that tries to get out from under their old order is considered one of them uppity negroes too smart fer his britches they get all the other good lil negroes to teach em a lesson,OFF
10931, dont keep signing all this talent for what so they can be on main event ever week or get lost in the shuffle chad cable is a amazing wrestling but he is in a tag team with bobby rhoode that dont make any sense and people wonder why cody left because he is a main event talent,NOT
10932, doesn't mean you are just fighting for the money he loves to fight and wants to make the most money he can while doing it,NOT
10933, and in the are going to get a little bit riled up me thinks ,OFF
10934,rod rosenstein – agent of the deep state coup  flopping aces   …  tw,NOT
10935, ivanka speaking about empowering women is embarrassing she was given everything on a silver platter by her father and is one of the least empowered women in america she is fully dependent on her father she preferred cheap labor and disempowered women to make her products,NOT
10936, liberals are losing their optimism soon they'll have to give up their welfare checks and food stamps and get a job conservatives are enjoying an optimism we haven't had in  years ,NOT
10937, pro rate them just as you are the beginning positions,NOT
10938, gun control seems to work in australia aint have a mass shooting since and police brutality happens literally every week theres a new video surfacing ,NOT
10939, people died in puerto rico because of their government’s corruption ,OFF
10940, lots of things you don’t know ,NOT
10941, no reasoning with someone who can’t even grasp that common sense gun control does not equal a ban on guns i’m a liberal gun owner,NOT
10942, the game sucks,OFF
10943, eat my ass oh my god you better be lying,OFF
10944, every day her iq gets lower and lower more wanna be nazi barbie is going to be a pile of maga goo on the bottom of the set soon enough ,OFF
10945, now what are you  a liberal  intellectual  you are nothing but a bigot shamelessness at its peak,OFF
10946, lol he is funny,NOT
10947, my president i elected loves american citizens you liberals have shown your true colors you are ant american with horrible morals and lawless behavior you cant relitigate the  election he will be re elected too get used to it,NOT
10948, yes of course he is a perfect fit for the  he is who they are,NOT
10949, so after taking with kavanaugh he is able to diagnose his accuser,NOT
10950, ford knew the moment she came forward anonymously that her name would get out this was an effort to stall the nomination  yo accusations that knowingly can't be proven throw mud at the last minute this is what the looks like,NOT
10951, you know dan i used to think you were a pretty competent newsman now i can clearly see you are nothing more then a paid whore who sells himself and his once stellar reputation trying to be relevant again  ,NOT
10952, he is and was and is to come,NOT
10953, i won't say there haven't been any but compared to antifa protests its not even comparable,NOT
10954, technique is key,NOT
10955, all these accusations were to just write a book  there was never an affair if it were true why would we trust u  you took the money and still told about it why do people call you by your prostitute name  maga  ,NOT
10956, did she also say when they do to walk away,NOT
10957, how does he know canada wants him they seem to have enough problems with liberals right now,NOT
10958, how does this work  seems to me he is on the same path as washington with a deficit the biggest deficit ever,NOT
10959, feel free to start with antifa ,NOT
10960, you are being unkind to the pin,OFF
10961, come out and disavow ws and the sign or else you are linked to charlottesville and trump and don’t say antifa is bad too,NOT
10962, most men are decent and respectful so how is it that the socalled conservatives have such a knack for finding and elevating sexual predators,OFF
10963, you are on the wrong side of gun control but then you already knew that,NOT
10964, this is how libs circle the wagons and protect each other,NOT
10965, lolol god he is such an ahole,OFF
10966, yes and you wouldn't accept that you're better because that's just how nice you are,NOT
10967, oh nooooos i hope you are safe during this storm,NOT
10968, i have a better idea mr guterriz or whatever his name is should resign amp go the hell back to wherever the hell his people came from for the sake of this country,OFF
10969, state sponsored kids protesting the nd amendment youth invasion of dc took place as young fascistsintraining were corralled into dc to demand that govt strip away the liberties of all in the name of gun control  ',NOT
10970, my heart and prayers go out to the parents and staff of the blossomwood elementary school shooting in huntsville several injuries have been reported but we have to get a grip on gun control this is a problem,NOT
10971, calls for to now 'chequers pleases nobody other than the herself'  ,OFF
10972, and there's ,NOT
10973, did they think it was going to get better,NOT
10974, alright imma need an explanation there,NOT
10975, oh it's not like when i'm talking about say antifa violence no one ever says to me but what about charlottesville even though i'm talking about antifa and not neonazis,NOT
10976, every identity deals with their rep differently but to say that conservatives aren't ostracized on canadian campuses for their views is pretty dumb have you never seen a conservative booth at a uni society expo let alone even try to organize something as a conservative,NOT
10977, finally god bless them we need more of this advocacy,NOT
10978, girl which foundation,NOT
10979, i guess he needs to learn gun control,NOT
10980, awh thanks babe i’m just really upset that depression is taking over everyone i know and love and people i admire rip mac miller i don’t want anyone to ever think that they are alone in their fight,NOT
10981, dufus of the year would be more like it,NOT
10982, hooray,NOT
10983, please source the video where these antifa where violent towards you let's see your sources,NOT
10984, a coming that's ok tho no conservative will harm you bc of your political ideals cant say the same for liberals tho liberals can be vile and nasty to opposing views ,OFF
10985, i got u all ,NOT
10986, he's going up the creek with obama and clinton,NOT
10987, as it gets closer to november the left is in full on panic mode their talking points will forever be th amendment ok idiots let’s see you try it,OFF
10988,the beauty of is that no one pretends not to be a leftist ,OFF
10989, owl’s kid will be the commander of antifa one day heshe won’t have time for college because they will be too busy fighting nazis on camera,NOT
10990, can’t rehabilitate a pervert zero tolerance so disappointed in this pope,OFF
10991, your dog — she is sooo unique and adorable ,NOT
10992, babble,NOT
10993, i know exactly how it works they steal money through regulations and taxes and the people can't do a thing about it because the government has the monopoly on violence why do you think democrats desperately need gun control they want even more power over the people,OFF
10994, we don't watch any nfl games this guy can shove it in his pie hole,OFF
10995, they're all democrats right they're not hiding it anymore ,OFF
10996,lethargic voters get what they deserve aggressive voters maga ,OFF
10997, aww bradley you are so cute,NOT
10998, soulmate life partner yes ma’am she is,NOT
10999, haha we set then ,NOT
11000, you are so correct jin is a whole crackhead,NOT
11001, you  should do research re gun control psy ops aka schools ,NOT
11002, i hope he is out for the season,NOT
11003, agreed what is wrong with senator collins to suggest this as tho the victim is on trial  she is not,NOT
11004,  billion human beings are spare to capacity according to the one world government end game agenda  that  billion includes  billion muslims  ought'a keep that in both heart amp mind  ,NOT
11005, horse shhh here’s how she is viewed ,NOT
11006, i have a friend who has been saying that for the past few years you are setting yourself up for disappointment,NOT
11007, tell us how you really feel about bill maher ,NOT
11008, that's like me amp flying i have never been in any airplane unless donnie takes me his plane amp holds my hand the whole time or i sit right next to him knowing me i would have sit on his lap amp hold on to him i'm afraid to fly,NOT
11009,thank you president trump and than you god for hearing our prayers ,NOT
11010, he is what he is by now,NOT
11011, fails to realize he is the party of and antifa a complete lack of self awareness these people are dangerous ,OFF
11012, why don't ask antifa how safe people feel ,NOT
11013, it was more of an allusion to the mustkeepgrowing economy and the dependence on bullshit jobs to pay back unnecessary debt to create growth to prevent that whole thing falling over i vote according to the circumstances at the time of the election,NOT
11014, excuse you she is the best she just wants to hang,NOT
11015, democrats will let animals like this out all over the country if they get power back,OFF
11016, piece explaining the allegations of conservative bias and why conservatives are calling for regulation ,NOT
11017, he is spending your contributions vote ted cruz,NOT
11018, ugh love you gamecocks stay safe and come home to us soon ,NOT
11019, the one where democrats have controlled major cities for so long they’ve bankrupted them and left the minority’s and others in such desperation that crime is their only alternative to life instead of hand outs maybe they should teach a better way,OFF
11020, aim higher,NOT
11021, embarrassing,NOT
11022, gun control doesn’t correlate with safety it’s these facts you should take some time to ponder ,NOT
11023, trump doesn't want to have the fbi investigate dr ford's claim bc ivana trump reported that trump raped her a culture of dirty old sexual perverted men in the gop and neo liberals doing the same thing to dr ford as they did to anita hill white men have no respect for women,OFF
11024, keep telling it like it is ,NOT
11025, maybe the gangs will in chicago will show up and discuss you philosophy on guns and gun control or sensible gun legislative measures since you are from chicago and chicago is the home of gun violence in the us,NOT
11026, what a freaking ass,OFF
11027, yes mothers now this is what the deranged left will make you do to your little boys are we really going to let this happen pure evil ,OFF
11028, it was billy clinton's welfare reform that caused this to be clear billy clinton is republican lite like hillary is the clinton's campaign on progressivism but govern as conservatives,NOT
11029, when is enough enough this is abhorrent and inexcusable your fearless leader seems to have forgotten that he is a public servant ,OFF
11030, i'm in mn i wish they would he also supports antifa and is connected to the muslim brotherhood i don't want him to have any power here,NOT
11031, today history is just repeating itself liberals have got away with these disgusting tricks for too long they need to be stopped as this is deeply damaging our country democrats should be more concerned about our country than power and money i know that will never happen,NOT
11032, you are but you are also sick and that alerts my doctor side,NOT
11033, reason number  why conservatives don’t do comedy,NOT
11034, oh no you guys dont censor the right at allfucking hypocrites ,OFF
11035, killing the number is finishing your time no parole you are done,NOT
11036, what if the rape never happened and she is lying why is her word gospel many women are gold diggers avengers and liars,OFF
11037, i like that after dating for  months you finally understand it when i cringe at the word cock lol,OFF
11038,copy ,NOT
11039, antifa isn't democrat blm is mostly peaceful,NOT
11040, please get off first take you yell wayy too much and you seem like you are being a asshole when you are on set i litterly can't hear anything but screaming its obvious dont like you and and was like dude stfu,OFF
11041, doesn't surprise me texans hate liberals w soros backing,OFF
11042,gttfw she is a lesbian,OFF
11043, gun control nuts are not allowed to be protected by the very thing they supposedly despise she can use a knife ,OFF
11044, followed all patriots thank you in advance for your follow back ,NOT
11045, and what can he suggest to remove himself,NOT
